year,strip_group,location,strip,event_id,sensor_col,logger_position,depth_index,depth_inches,irrigation_start,irrigation_end,bottom_response_delay_hr,time_to_peak_hours,time_to_plateau_hours,event_duration_hours,gallons_strip,flag_pre_start_response,flag_unexplained_pre_start_response,likely_precip_driven_pre_start_response,possible_battery_or_logger_issue,vwc_missing_fraction_pre_start_window,battery_col,battery_pre_start_min_v,battery_event_min_v,total_precip_in_pre_start_window,trustworthy_event,trustworthy_reason,trustworthy_min_bottom_response_delay_hr
2024,S1_S2,west,S1,2024-09-07_S1_S2_b15b9a0a,VWC_3_raw_S1_B,B,3,18,2024-09-07 08:23:00,2024-09-07 16:16:00,13.3667,13.3667,15.8667,7.8833,53000.0,False,False,False,False,0.0,BattV_Min_S1_B,12.755,12.741,0.0,True,ok,0.5
2024,S1_S2,west,S2,2024-04-20_S1_S2_5f2fb725,VWC_1_raw_S2_B,B,1,6,2024-04-20 10:11:00,2024-04-20 17:54:00,10.3167,10.3167,23.0667,7.7167,62950.0,False,False,False,False,0.0,BattV_Min_S2_B,12.726,13.41,0.0,True,ok,0.5
2024,S1_S2,west,S2,2024-04-20_S1_S2_5f2fb725,VWC_2_raw_S2_B,B,2,12,2024-04-20 10:11:00,2024-04-20 17:54:00,10.3167,10.3167,19.5667,7.7167,62950.0,False,False,False,False,0.0,BattV_Min_S2_B,12.726,13.41,0.0,True,ok,0.5
2024,S1_S2,west,S2,2024-04-20_S1_S2_5f2fb725,VWC_3_raw_S2_B,B,3,18,2024-04-20 10:11:00,2024-04-20 17:54:00,10.0667,10.0667,14.0667,7.7167,62950.0,False,False,False,False,0.0,BattV_Min_S2_B,12.726,13.41,0.0,True,ok,0.5
2024,S1_S2,west,S2,2024-05-11_S1_S2_4c1cd284,VWC_1_raw_S2_B,B,1,6,2024-05-11 06:55:00,2024-05-11 16:18:00,16.5833,16.5833,,9.3833,66500.0,False,False,False,False,0.0,BattV_Min_S2_B,12.786,12.762,0.0,True,ok,0.5
2024,S1_S2,west,S2,2024-05-11_S1_S2_4c1cd284,VWC_3_raw_S2_B,B,3,18,2024-05-11 06:55:00,2024-05-11 16:18:00,2.5833,2.5833,,9.3833,66500.0,False,False,False,False,0.0,BattV_Min_S2_B,12.786,12.762,0.0,True,ok,0.5
2024,S1_S2,west,S2,2024-06-01_S1_S2_ef46e32f,VWC_1_raw_S2_B,B,1,6,2024-06-01 18:05:00,2024-06-02 07:46:00,16.4167,16.4167,17.6667,13.6833,81250.0,False,False,False,False,0.0,BattV_Min_S2_B,13.261,12.738,0.0,True,ok,0.5
2024,S1_S2,west,S2,2024-06-01_S1_S2_ef46e32f,VWC_2_raw_S2_B,B,2,12,2024-06-01 18:05:00,2024-06-02 07:46:00,16.4167,16.4167,28.9167,13.6833,81250.0,False,False,False,False,0.0,BattV_Min_S2_B,13.261,12.738,0.0,True,ok,0.5
2024,S1_S2,west,S2,2024-06-01_S1_S2_ef46e32f,VWC_3_raw_S2_B,B,3,18,2024-06-01 18:05:00,2024-06-02 07:46:00,16.4167,16.4167,20.4167,13.6833,81250.0,False,False,False,False,0.0,BattV_Min_S2_B,13.261,12.738,0.0,True,ok,0.5
2024,S1_S2,west,S2,2024-06-22_S1_S2_e95bd875,VWC_1_raw_S2_B,B,1,6,2024-06-22 08:00:00,2024-06-22 15:49:00,12.5,12.5,24.5,7.8167,47100.0,False,False,False,False,0.0,BattV_Min_S2_B,12.72,12.725,0.0,True,ok,0.5
2024,S1_S2,west,S2,2024-06-22_S1_S2_e95bd875,VWC_2_raw_S2_B,B,2,12,2024-06-22 08:00:00,2024-06-22 15:49:00,10.25,10.25,20.5,7.8167,47100.0,False,False,False,False,0.0,BattV_Min_S2_B,12.72,12.725,0.0,True,ok,0.5
2024,S1_S2,west,S2,2024-06-22_S1_S2_e95bd875,VWC_3_raw_S2_B,B,3,18,2024-06-22 08:00:00,2024-06-22 15:49:00,10.25,10.25,22.75,7.8167,47100.0,False,False,False,False,0.0,BattV_Min_S2_B,12.72,12.725,0.0,True,ok,0.5
2024,S1_S2,west,S2,2024-07-20_S1_S2_6d735351,VWC_1_raw_S2_B,B,1,6,2024-07-20 08:54:00,2024-07-20 17:43:00,11.35,11.35,15.35,8.8167,55550.0,False,False,False,False,0.0,BattV_Min_S2_B,12.713,12.906,0.0,True,ok,0.5
2024,S1_S2,west,S2,2024-07-20_S1_S2_6d735351,VWC_2_raw_S2_B,B,2,12,2024-07-20 08:54:00,2024-07-20 17:43:00,11.35,11.35,13.1,8.8167,55550.0,False,False,False,False,0.0,BattV_Min_S2_B,12.713,12.906,0.0,True,ok,0.5
2024,S1_S2,west,S2,2024-07-20_S1_S2_6d735351,VWC_3_raw_S2_B,B,3,18,2024-07-20 08:54:00,2024-07-20 17:43:00,11.35,11.35,15.35,8.8167,55550.0,False,False,False,False,0.0,BattV_Min_S2_B,12.713,12.906,0.0,True,ok,0.5
2024,S1_S2,west,S2,2024-08-10_S1_S2_de427086,VWC_1_raw_S2_B,B,1,6,2024-08-10 08:50:00,2024-08-10 20:38:00,14.1667,14.1667,16.4167,11.8,84700.0,False,False,False,False,0.0,BattV_Min_S2_B,12.498,12.788,0.0,True,ok,0.5
2024,S1_S2,west,S2,2024-08-10_S1_S2_de427086,VWC_2_raw_S2_B,B,2,12,2024-08-10 08:50:00,2024-08-10 20:38:00,17.1667,17.1667,17.4167,11.8,84700.0,False,False,False,False,0.0,BattV_Min_S2_B,12.498,12.788,0.0,True,ok,0.5
2024,S1_S2,west,S2,2024-08-10_S1_S2_de427086,VWC_3_raw_S2_B,B,3,18,2024-08-10 08:50:00,2024-08-10 20:38:00,16.4167,16.4167,20.4167,11.8,84700.0,False,False,False,False,0.0,BattV_Min_S2_B,12.498,12.788,0.0,True,ok,0.5
2024,S1_S2,west,S2,2024-09-07_S1_S2_b15b9a0a,VWC_1_raw_S2_B,B,1,6,2024-09-07 08:23:00,2024-09-07 16:16:00,10.6167,10.6167,14.6167,7.8833,53000.0,False,False,False,False,0.0,BattV_Min_S2_B,12.618,12.586,0.0,True,ok,0.5
2024,S1_S2,west,S2,2024-09-07_S1_S2_b15b9a0a,VWC_2_raw_S2_B,B,2,12,2024-09-07 08:23:00,2024-09-07 16:16:00,10.3667,10.3667,12.1167,7.8833,53000.0,False,False,False,False,0.0,BattV_Min_S2_B,12.618,12.586,0.0,True,ok,0.5
2024,S1_S2,west,S2,2024-09-07_S1_S2_b15b9a0a,VWC_3_raw_S2_B,B,3,18,2024-09-07 08:23:00,2024-09-07 16:16:00,10.6167,10.6167,14.6167,7.8833,53000.0,False,False,False,False,0.0,BattV_Min_S2_B,12.618,12.586,0.0,True,ok,0.5
2024,S3_S4,east,S3,2024-04-19_S3_S4_c5bf8374,VWC_1_raw_S3_B,B,1,6,2024-04-19 14:14:00,2024-04-19 21:33:00,6.7667,6.7667,17.2667,7.3167,54875.0,False,False,False,False,0.0,BattV_Min_S3_B,13.409,13.01,0.0,True,ok,0.5
2024,S3_S4,east,S3,2024-04-19_S3_S4_c5bf8374,VWC_2_raw_S3_B,B,2,12,2024-04-19 14:14:00,2024-04-19 21:33:00,7.0167,7.0167,16.2667,7.3167,54875.0,False,False,False,False,0.0,BattV_Min_S3_B,13.409,13.01,0.0,True,ok,0.5
2024,S3_S4,east,S3,2024-04-19_S3_S4_c5bf8374,VWC_3_raw_S3_B,B,3,18,2024-04-19 14:14:00,2024-04-19 21:33:00,7.0167,7.0167,11.0167,7.3167,54875.0,False,False,False,False,0.0,BattV_Min_S3_B,13.409,13.01,0.0,True,ok,0.5
2024,S3_S4,east,S3,2024-05-03_S3_S4_13e4749a,VWC_1_raw_S3_B,B,1,6,2024-05-03 08:37:00,2024-05-03 15:28:00,6.6333,6.6333,15.8833,6.85,44600.0,False,False,False,False,0.0,BattV_Min_S3_B,12.739,13.458,0.0,True,ok,0.5
2024,S3_S4,east,S3,2024-05-03_S3_S4_13e4749a,VWC_2_raw_S3_B,B,2,12,2024-05-03 08:37:00,2024-05-03 15:28:00,6.6333,6.6333,13.3833,6.85,44600.0,False,False,False,False,0.0,BattV_Min_S3_B,12.739,13.458,0.0,True,ok,0.5
2024,S3_S4,east,S3,2024-05-03_S3_S4_13e4749a,VWC_3_raw_S3_B,B,3,18,2024-05-03 08:37:00,2024-05-03 15:28:00,6.3833,6.3833,10.3833,6.85,44600.0,False,False,False,False,0.0,BattV_Min_S3_B,12.739,13.458,0.0,True,ok,0.5
2024,S3_S4,east,S3,2024-05-17_S3_S4_09c73fc7,VWC_1_raw_S3_B,B,1,6,2024-05-17 13:31:00,2024-05-17 19:09:00,5.4833,5.4833,15.7333,5.6333,47550.0,False,False,False,False,0.0,BattV_Min_S3_B,13.36,13.332,0.0,True,ok,0.5
2024,S3_S4,east,S3,2024-05-17_S3_S4_09c73fc7,VWC_2_raw_S3_B,B,2,12,2024-05-17 13:31:00,2024-05-17 19:09:00,5.4833,5.4833,14.4833,5.6333,47550.0,False,False,False,False,0.0,BattV_Min_S3_B,13.36,13.332,0.0,True,ok,0.5
2024,S3_S4,east,S3,2024-05-17_S3_S4_09c73fc7,VWC_3_raw_S3_B,B,3,18,2024-05-17 13:31:00,2024-05-17 19:09:00,5.2333,5.2333,9.2333,5.6333,47550.0,False,False,False,False,0.0,BattV_Min_S3_B,13.36,13.332,0.0,True,ok,0.5
2024,S3_S4,east,S3,2024-06-01_S3_S4_0880f850,VWC_1_raw_S3_B,B,1,6,2024-06-01 08:29:00,2024-06-01 17:57:00,9.5167,9.5167,22.0167,9.4667,61450.0,False,False,False,False,0.0,BattV_Min_S3_B,12.806,13.254,0.0,True,ok,0.5
2024,S3_S4,east,S3,2024-06-01_S3_S4_0880f850,VWC_2_raw_S3_B,B,2,12,2024-06-01 08:29:00,2024-06-01 17:57:00,9.5167,9.5167,18.2667,9.4667,61450.0,False,False,False,False,0.0,BattV_Min_S3_B,12.806,13.254,0.0,True,ok,0.5
2024,S3_S4,east,S3,2024-06-01_S3_S4_0880f850,VWC_3_raw_S3_B,B,3,18,2024-06-01 08:29:00,2024-06-01 17:57:00,8.7667,8.7667,12.7667,9.4667,61450.0,False,False,False,False,0.0,BattV_Min_S3_B,12.806,13.254,0.0,True,ok,0.5
2024,S3_S4,east,S3,2024-06-15_S3_S4_b6aa9839,VWC_1_raw_S3_B,B,1,6,2024-06-15 07:29:00,2024-06-15 16:13:00,8.5167,8.5167,20.7667,8.7333,52500.0,False,False,False,False,0.0,BattV_Min_S3_B,12.823,13.227,0.0,True,ok,0.5
2024,S3_S4,east,S3,2024-06-15_S3_S4_b6aa9839,VWC_2_raw_S3_B,B,2,12,2024-06-15 07:29:00,2024-06-15 16:13:00,9.0167,9.0167,16.5167,8.7333,52500.0,False,False,False,False,0.0,BattV_Min_S3_B,12.823,13.227,0.0,True,ok,0.5
2024,S3_S4,east,S3,2024-06-15_S3_S4_b6aa9839,VWC_3_raw_S3_B,B,3,18,2024-06-15 07:29:00,2024-06-15 16:13:00,8.5167,8.5167,12.5167,8.7333,52500.0,False,False,False,False,0.0,BattV_Min_S3_B,12.823,13.227,0.0,True,ok,0.5
2024,S3_S4,east,S3,2024-06-28_S3_S4_14b9d993,VWC_1_raw_S3_B,B,1,6,2024-06-28 08:19:00,2024-06-28 14:44:00,6.1833,6.1833,6.4333,6.4167,39650.0,False,False,False,False,0.0,BattV_Min_S3_B,12.802,13.327,0.2,True,ok,0.5
2024,S3_S4,east,S3,2024-06-28_S3_S4_14b9d993,VWC_2_raw_S3_B,B,2,12,2024-06-28 08:19:00,2024-06-28 14:44:00,5.6833,5.6833,12.6833,6.4167,39650.0,False,False,False,False,0.0,BattV_Min_S3_B,12.802,13.327,0.2,True,ok,0.5
2024,S3_S4,east,S3,2024-06-28_S3_S4_14b9d993,VWC_3_raw_S3_B,B,3,18,2024-06-28 08:19:00,2024-06-28 14:44:00,5.9333,5.9333,9.9333,6.4167,39650.0,False,False,False,False,0.0,BattV_Min_S3_B,12.802,13.327,0.2,True,ok,0.5
2024,S3_S4,east,S3,2024-07-11_S3_S4_d29231ea,VWC_1_raw_S3_B,B,1,6,2024-07-11 10:01:00,2024-07-11 17:39:00,7.4833,7.4833,7.7333,7.6333,46550.0,False,False,False,False,0.0,BattV_Min_S3_B,12.822,13.175,0.01,True,ok,0.5
2024,S3_S4,east,S3,2024-07-11_S3_S4_d29231ea,VWC_2_raw_S3_B,B,2,12,2024-07-11 10:01:00,2024-07-11 17:39:00,7.2333,7.2333,14.2333,7.6333,46550.0,False,False,False,False,0.0,BattV_Min_S3_B,12.822,13.175,0.01,True,ok,0.5
2024,S3_S4,east,S3,2024-07-11_S3_S4_d29231ea,VWC_3_raw_S3_B,B,3,18,2024-07-11 10:01:00,2024-07-11 17:39:00,6.9833,6.9833,10.9833,7.6333,46550.0,False,False,False,False,0.0,BattV_Min_S3_B,12.822,13.175,0.01,True,ok,0.5
2024,S3_S4,east,S3,2024-07-26_S3_S4_fd133a4c,VWC_1_raw_S3_B,B,1,6,2024-07-26 19:02:00,2024-07-27 07:21:00,14.4667,14.4667,26.4667,12.3167,71850.0,False,False,False,False,0.0,BattV_Min_S3_B,13.19,12.838,0.0,True,ok,0.5
2024,S3_S4,east,S3,2024-07-26_S3_S4_fd133a4c,VWC_2_raw_S3_B,B,2,12,2024-07-26 19:02:00,2024-07-27 07:21:00,12.4667,12.4667,12.7167,12.3167,71850.0,False,False,False,False,0.0,BattV_Min_S3_B,13.19,12.838,0.0,True,ok,0.5
2024,S3_S4,east,S3,2024-07-26_S3_S4_fd133a4c,VWC_3_raw_S3_B,B,3,18,2024-07-26 19:02:00,2024-07-27 07:21:00,11.7167,11.7167,15.7167,12.3167,71850.0,False,False,False,False,0.0,BattV_Min_S3_B,13.19,12.838,0.0,True,ok,0.5
2024,S3_S4,east,S3,2024-08-09_S3_S4_fd100e26,VWC_1_raw_S3_B,B,1,6,2024-08-09 08:45:00,2024-08-09 15:50:00,7.25,7.25,7.5,7.0833,46900.0,False,False,False,False,0.0,BattV_Min_S3_B,12.814,13.212,0.0,True,ok,0.5
2024,S3_S4,east,S3,2024-08-09_S3_S4_fd100e26,VWC_2_raw_S3_B,B,2,12,2024-08-09 08:45:00,2024-08-09 15:50:00,6.5,6.5,17.25,7.0833,46900.0,False,False,False,False,0.0,BattV_Min_S3_B,12.814,13.212,0.0,True,ok,0.5
2024,S3_S4,east,S3,2024-08-09_S3_S4_fd100e26,VWC_3_raw_S3_B,B,3,18,2024-08-09 08:45:00,2024-08-09 15:50:00,6.75,6.75,10.75,7.0833,46900.0,False,False,False,False,0.0,BattV_Min_S3_B,12.814,13.212,0.0,True,ok,0.5
2024,S3_S4,east,S3,2024-08-23_S3_S4_0b64e5f5,VWC_1_raw_S3_B,B,1,6,2024-08-23 09:32:00,2024-08-23 15:04:00,5.4667,5.4667,5.7167,5.5333,30150.0,False,False,False,False,0.0,BattV_Min_S3_B,12.791,13.392,0.02,True,ok,0.5
2024,S3_S4,east,S3,2024-08-23_S3_S4_0b64e5f5,VWC_2_raw_S3_B,B,2,12,2024-08-23 09:32:00,2024-08-23 15:04:00,5.4667,5.4667,10.9667,5.5333,30150.0,False,False,False,False,0.0,BattV_Min_S3_B,12.791,13.392,0.02,True,ok,0.5
2024,S3_S4,east,S3,2024-08-23_S3_S4_0b64e5f5,VWC_3_raw_S3_B,B,3,18,2024-08-23 09:32:00,2024-08-23 15:04:00,5.4667,5.4667,11.4667,5.5333,30150.0,False,False,False,False,0.0,BattV_Min_S3_B,12.791,13.392,0.02,True,ok,0.5
2024,S3_S4,east,S3,2024-09-06_S3_S4_9e0ce675,VWC_1_raw_S3_B,B,1,6,2024-09-06 09:33:00,2024-09-06 16:29:00,6.2,6.2,17.95,6.9333,48950.0,False,False,False,False,0.0,BattV_Min_S3_B,12.744,13.279,0.0,True,ok,0.5
2024,S3_S4,east,S3,2024-09-06_S3_S4_9e0ce675,VWC_2_raw_S3_B,B,2,12,2024-09-06 09:33:00,2024-09-06 16:29:00,6.7,6.7,15.45,6.9333,48950.0,False,False,False,False,0.0,BattV_Min_S3_B,12.744,13.279,0.0,True,ok,0.5
2024,S3_S4,east,S3,2024-09-06_S3_S4_9e0ce675,VWC_3_raw_S3_B,B,3,18,2024-09-06 09:33:00,2024-09-06 16:29:00,6.45,6.45,10.45,6.9333,48950.0,False,False,False,False,0.0,BattV_Min_S3_B,12.744,13.279,0.0,True,ok,0.5
2024,S3_S4,east,S3,2024-09-20_S3_S4_032d9e33,VWC_1_raw_S3_B,B,1,6,2024-09-20 14:27:00,2024-09-20 17:52:00,3.55,3.55,12.8,3.4167,16450.0,False,False,False,False,0.0,BattV_Min_S3_B,13.316,13.282,0.0,True,ok,0.5
2024,S3_S4,east,S3,2024-09-20_S3_S4_032d9e33,VWC_2_raw_S3_B,B,2,12,2024-09-20 14:27:00,2024-09-20 17:52:00,3.8,3.8,9.55,3.4167,16450.0,False,False,False,False,0.0,BattV_Min_S3_B,13.316,13.282,0.0,True,ok,0.5
2024,S3_S4,east,S3,2024-09-20_S3_S4_032d9e33,VWC_3_raw_S3_B,B,3,18,2024-09-20 14:27:00,2024-09-20 17:52:00,3.55,3.55,7.55,3.4167,16450.0,False,False,False,False,0.0,BattV_Min_S3_B,13.316,13.282,0.0,True,ok,0.5
2024,S3_S4,east,S3,2024-10-04_S3_S4_bf53dc9a,VWC_1_raw_S3_B,B,1,6,2024-10-04 11:55:00,2024-10-04 18:02:00,6.0833,6.0833,7.5833,6.1167,47200.0,False,False,False,False,0.0,BattV_Min_S3_B,12.669,13.285,0.0,True,ok,0.5
2024,S3_S4,east,S3,2024-10-04_S3_S4_bf53dc9a,VWC_2_raw_S3_B,B,2,12,2024-10-04 11:55:00,2024-10-04 18:02:00,5.5833,5.5833,14.8333,6.1167,47200.0,False,False,False,False,0.0,BattV_Min_S3_B,12.669,13.285,0.0,True,ok,0.5
2024,S3_S4,east,S3,2024-10-04_S3_S4_bf53dc9a,VWC_3_raw_S3_B,B,3,18,2024-10-04 11:55:00,2024-10-04 18:02:00,5.8333,5.8333,9.8333,6.1167,47200.0,False,False,False,False,0.0,BattV_Min_S3_B,12.669,13.285,0.0,True,ok,0.5
2024,S3_S4,east,S3,2024-10-18_S3_S4_e3314155,VWC_1_raw_S3_B,B,1,6,2024-10-18 09:34:00,2024-10-18 17:17:00,7.9333,7.9333,8.9333,7.7167,53550.0,False,False,False,False,0.0,BattV_Min_S3_B,12.684,13.699,0.0,True,ok,0.5
2024,S3_S4,east,S3,2024-10-18_S3_S4_e3314155,VWC_2_raw_S3_B,B,2,12,2024-10-18 09:34:00,2024-10-18 17:17:00,7.9333,7.9333,19.1833,7.7167,53550.0,False,False,False,False,0.0,BattV_Min_S3_B,12.684,13.699,0.0,True,ok,0.5
2024,S3_S4,east,S3,2024-10-18_S3_S4_e3314155,VWC_3_raw_S3_B,B,3,18,2024-10-18 09:34:00,2024-10-18 17:17:00,6.6833,6.6833,10.6833,7.7167,53550.0,False,False,False,False,0.0,BattV_Min_S3_B,12.684,13.699,0.0,True,ok,0.5
2024,S3_S4,east,S4,2024-04-19_S3_S4_c5bf8374,VWC_1_raw_S4_B,B,1,6,2024-04-19 14:14:00,2024-04-19 21:33:00,23.7667,23.7667,24.0167,7.3167,54875.0,False,False,False,False,0.0,BattV_Min_S4_B,13.389,13.13,0.0,True,ok,0.5
2024,S3_S4,east,S4,2024-04-19_S3_S4_c5bf8374,VWC_2_raw_S4_B,B,2,12,2024-04-19 14:14:00,2024-04-19 21:33:00,7.7667,7.7667,8.0167,7.3167,54875.0,False,False,False,False,0.0,BattV_Min_S4_B,13.389,13.13,0.0,True,ok,0.5
2024,S3_S4,east,S4,2024-04-19_S3_S4_c5bf8374,VWC_3_raw_S4_B,B,3,18,2024-04-19 14:14:00,2024-04-19 21:33:00,11.2667,11.2667,11.5167,7.3167,54875.0,False,False,False,False,0.0,BattV_Min_S4_B,13.389,13.13,0.0,True,ok,0.5
2024,S3_S4,east,S4,2024-05-17_S3_S4_09c73fc7,VWC_1_raw_S4_B,B,1,6,2024-05-17 13:31:00,2024-05-17 19:09:00,4.9833,4.9833,17.7333,5.6333,47550.0,False,False,False,False,0.0,BattV_Min_S4_B,13.312,13.277,0.0,True,ok,0.5
2024,S3_S4,east,S4,2024-05-17_S3_S4_09c73fc7,VWC_2_raw_S4_B,B,2,12,2024-05-17 13:31:00,2024-05-17 19:09:00,3.4833,3.4833,13.7333,5.6333,47550.0,False,False,False,False,0.0,BattV_Min_S4_B,13.312,13.277,0.0,True,ok,0.5
2024,S3_S4,east,S4,2024-05-17_S3_S4_09c73fc7,VWC_3_raw_S4_B,B,3,18,2024-05-17 13:31:00,2024-05-17 19:09:00,5.2333,5.2333,14.7333,5.6333,47550.0,False,False,False,False,0.0,BattV_Min_S4_B,13.312,13.277,0.0,True,ok,0.5
2024,S3_S4,east,S4,2024-06-28_S3_S4_14b9d993,VWC_1_raw_S4_B,B,1,6,2024-06-28 08:19:00,2024-06-28 14:44:00,5.9333,5.9333,13.4333,6.4167,39650.0,False,False,False,False,0.0,BattV_Min_S4_B,12.443,12.487,0.2,True,ok,0.5
2024,S3_S4,east,S4,2024-06-28_S3_S4_14b9d993,VWC_2_raw_S4_B,B,2,12,2024-06-28 08:19:00,2024-06-28 14:44:00,5.1833,5.1833,17.1833,6.4167,39650.0,False,False,False,False,0.0,BattV_Min_S4_B,12.443,12.487,0.2,True,ok,0.5
